n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 6826.00, 0.00, 2, 0,
 20, 11409.00, 0.00, 3, 1,
 30, 50069.00, 2.00, 25, 7,
 50, 72907.00, 2.00, 26, 12,
 40, 65943.00, 2.00, 17, 9,
 60, 118529.00, 4.00, 52, 22,
 70, 130069.00, 4.00, 63, 22,
 90, 176147.00, 7.00, 102, 38,
 80, 162236.00, 5.00, 83, 28,
