n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 6860.00, 0.00, 2, 0,
 20, 11526.00, 1.00, 3, 1,
 30, 51249.00, 2.00, 25, 7,
 50, 74428.00, 2.00, 26, 12,
 40, 67691.00, 2.00, 17, 9,
 60, 118487.00, 3.00, 52, 22,
 70, 129912.00, 4.00, 63, 22,
 90, 176623.00, 8.00, 102, 38,
 80, 161951.00, 6.00, 83, 28,
