n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 10733.00, 0.00, 2, 0,
 20, 14318.00, 1.00, 2, 2,
 30, 68063.00, 1.00, 21, 5,
 50, 92981.00, 8.00, 18, 5,
 40, 75153.00, 4.00, 11, 5,
 60, 129395.00, 6.00, 29, 4,
