n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 487.00, 0.00, 2, 0,
 20, 1601.00, 1.00, 10, 2,
 30, 3821.00, 3.00, 42, 23,
 50, 7328.00, 4.00, 66, 35,
 40, 6070.00, 3.00, 42, 19,
 60, 9404.00, 7.00, 121, 49,
 70, 10838.00, 8.00, 144, 61,
 90, 14041.00, 15.00, 261, 84,
 80, 12397.00, 11.00, 167, 85,
 100, 15428.00, 22.00, 335, 161,
