n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 36181.00,3.00, 0,
 600, 36115.00,141.00, 13,
 900, 36464.00,212.00, 21,
 200, 36531.00,50.00, 4,
 700, 36036.00,167.00, 16,
 50, 36065.00,12.00, 0,
 300, 36133.00,70.00, 7,
 400, 36151.00,96.00, 8,
 500, 37122.00,124.00, 10,
 800, 36011.00,202.00, 18,
 100, 36355.00,23.00, 2,
 1000, 36348.00,232.00, 21,
