n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 1650.00,3.00, 2,
 600, 1619.00,144.00, 122,
 900, 1637.00,218.00, 191,
 200, 1628.00,49.00, 43,
 700, 1653.00,170.00, 147,
 50, 1626.00,13.00, 11,
 300, 1649.00,72.00, 62,
 400, 1629.00,100.00, 82,
 500, 1636.00,119.00, 102,
 800, 1622.00,195.00, 170,
 100, 1620.00,24.00, 20,
 1000, 1644.00,250.00, 202,
