n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 36684.00,3.00, 0,
 600, 36918.00,141.00, 13,
 900, 36135.00,214.00, 21,
 200, 36706.00,47.00, 4,
 700, 36701.00,168.00, 16,
 50, 36287.00,12.00, 0,
 300, 36264.00,70.00, 7,
 400, 36264.00,93.00, 8,
 500, 36262.00,126.00, 10,
 800, 36464.00,190.00, 18,
 100, 36855.00,24.00, 2,
 1000, 36287.00,232.00, 21,
