n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 35928.00,2.00, 0,
 600, 36040.00,138.00, 13,
 900, 36242.00,212.00, 21,
 200, 36054.00,46.00, 4,
 700, 36080.00,162.00, 16,
 50, 35952.00,11.00, 0,
 300, 36011.00,69.00, 7,
 400, 36108.00,91.00, 8,
 500, 35995.00,118.00, 10,
 800, 36084.00,188.00, 18,
 100, 35881.00,25.00, 2,
 1000, 36114.00,231.00, 21,
