n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 6285.00,3.00, 1,
 600, 6320.00,160.00, 113,
 900, 6581.00,232.00, 182,
 200, 6338.00,52.00, 39,
 700, 6334.00,194.00, 141,
 50, 6368.00,13.00, 8,
 300, 6309.00,75.00, 56,
 400, 6367.00,102.00, 73,
 500, 6347.00,125.00, 92,
 800, 6691.00,225.00, 159,
 100, 6354.00,24.00, 18,
 1000, 6678.00,269.00, 194,
