n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 6321.00,3.00, 1,
 600, 6340.00,152.00, 113,
 900, 6354.00,227.00, 182,
 200, 6345.00,52.00, 39,
 700, 6348.00,177.00, 141,
 50, 6367.00,14.00, 8,
 300, 6329.00,76.00, 56,
 400, 6380.00,101.00, 73,
 500, 6392.00,133.00, 92,
 800, 6357.00,201.00, 159,
 100, 6381.00,26.00, 18,
 1000, 6339.00,250.00, 194,
