n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 1653.00,3.00, 2,
 600, 1632.00,144.00, 122,
 900, 1614.00,217.00, 191,
 200, 1638.00,48.00, 43,
 700, 1636.00,169.00, 147,
 50, 1644.00,13.00, 11,
 300, 1650.00,79.00, 62,
 400, 1630.00,97.00, 82,
 500, 1636.00,120.00, 102,
 800, 1641.00,190.00, 170,
 100, 1642.00,25.00, 20,
 1000, 1650.00,241.00, 202,
