n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 1623.00,3.00, 2,
 600, 1628.00,143.00, 122,
 900, 1644.00,224.00, 191,
 200, 1632.00,48.00, 43,
 700, 1627.00,167.00, 147,
 50, 1615.00,13.00, 11,
 300, 1670.00,72.00, 62,
 400, 1637.00,95.00, 82,
 500, 1621.00,120.00, 102,
 800, 1634.00,198.00, 170,
 100, 1623.00,24.00, 20,
 1000, 1612.00,240.00, 202,
