n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 36077.00,4.00, 0,
 600, 36048.00,152.00, 13,
 900, 35854.00,211.00, 21,
 200, 36119.00,46.00, 4,
 700, 36032.00,161.00, 16,
 50, 36255.00,11.00, 0,
 300, 36229.00,71.00, 7,
 400, 36066.00,91.00, 8,
 500, 36131.00,116.00, 10,
 800, 35934.00,184.00, 18,
 100, 36097.00,22.00, 2,
 1000, 35944.00,233.00, 21,
