n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 1.00,7, 6.00, 216.00, 3.00, 2, 2,
 600, 10.00, 1.00,6, 3.00, 217.00, 97.00, 130, 122,
 900, 9.00, 1.00,6, 3.00, 213.00, 142.00, 208, 192,
 200, 22.00, 3.00,7, 3.00, 209.00, 24.00, 45, 42,
 700, 13.00, 1.00,6, 3.00, 216.00, 108.00, 160, 150,
 50, 9.00, 1.00,6, 4.00, 208.00, 6.00, 11, 9,
 300, 12.00, 1.00,8, 3.00, 220.00, 40.00, 66, 62,
 400, 10.00, 1.00,6, 3.00, 227.00, 49.00, 85, 80,
 500, 10.00, 1.00,6, 3.00, 227.00, 80.00, 106, 100,
 800, 10.00, 1.00,6, 3.00, 217.00, 127.00, 181, 169,
 100, 22.00, 2.00,15, 3.00, 213.00, 11.00, 21, 19,
 1000, 10.00, 1.00,6, 3.00, 216.00, 159.00, 222, 204,
