n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 0.00,31, 3.00, 2243.00, 0.00, 0, 0,
 600, 18.00, 0.00,30, 3.00, 2240.00, 10.00, 26, 13,
 900, 18.00, 1.00,30, 3.00, 2254.00, 27.00, 43, 21,
 200, 18.00, 0.00,31, 3.00, 2236.00, 3.00, 10, 4,
 700, 18.00, 1.00,30, 3.00, 2239.00, 21.00, 31, 16,
 50, 18.00, 1.00,30, 3.00, 2234.00, 2.00, 2, 0,
 300, 18.00, 1.00,30, 3.00, 2247.00, 6.00, 14, 7,
 400, 18.00, 1.00,30, 3.00, 2249.00, 6.00, 16, 8,
 500, 18.00, 1.00,30, 2.00, 2257.00, 7.00, 21, 10,
 800, 18.00, 1.00,30, 3.00, 2235.00, 20.00, 34, 18,
 100, 18.00, 0.00,31, 2.00, 2242.00, 2.00, 4, 2,
 1000, 18.00, 0.00,32, 2.00, 2246.00, 28.00, 43, 21,
