n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 9.00, 1.00,6, 3.00, 213.00, 4.00, 2, 2,
 600, 17.00, 1.00,8, 4.00, 209.00, 155.00, 131, 122,
 900, 10.00, 1.00,6, 3.00, 208.00, 241.00, 209, 192,
 200, 12.00, 2.00,7, 3.00, 211.00, 46.00, 46, 42,
 700, 10.00, 1.00,6, 2.00, 209.00, 182.00, 161, 150,
 50, 10.00, 1.00,6, 2.00, 210.00, 15.00, 11, 9,
 300, 22.00, 2.00,10, 3.00, 210.00, 65.00, 67, 62,
 400, 14.00, 1.00,6, 3.00, 209.00, 89.00, 86, 80,
 500, 23.00, 2.00,7, 2.00, 209.00, 144.00, 107, 100,
 800, 10.00, 1.00,6, 2.00, 210.00, 212.00, 182, 169,
 100, 9.00, 1.00,6, 3.00, 209.00, 21.00, 22, 19,
 1000, 22.00, 1.00,6, 2.00, 209.00, 268.00, 223, 204,
