n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 12.00, 2.00,4, 5.00, 105.00, 1.00, 4, 2,
 600, 14.00, 3.00,4, 7.00, 132.00, 41.00, 145, 122,
 900, 5.00, 2.00,2, 3.00, 101.00, 66.00, 228, 191,
 200, 12.00, 1.00,2, 3.00, 105.00, 13.00, 50, 43,
 700, 6.00, 1.00,2, 3.00, 103.00, 48.00, 174, 147,
 50, 13.00, 3.00,5, 5.00, 107.00, 5.00, 14, 11,
 300, 6.00, 1.00,2, 3.00, 116.00, 17.00, 71, 62,
 400, 13.00, 3.00,5, 6.00, 102.00, 24.00, 95, 82,
 500, 6.00, 1.00,2, 3.00, 102.00, 31.00, 120, 102,
 800, 9.00, 2.00,3, 5.00, 114.00, 60.00, 202, 170,
 100, 5.00, 2.00,1, 3.00, 101.00, 6.00, 23, 20,
 1000, 5.00, 1.00,2, 2.00, 104.00, 74.00, 244, 202,
