n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 19.00, 0.00,30, 3.00, 2256.00, 1.00, 0, 0,
 600, 18.00, 1.00,30, 3.00, 2251.00, 90.00, 26, 13,
 900, 18.00, 1.00,31, 3.00, 2242.00, 154.00, 43, 21,
 200, 18.00, 1.00,30, 3.00, 2244.00, 24.00, 10, 4,
 700, 19.00, 0.00,31, 3.00, 2299.00, 117.00, 31, 16,
 50, 18.00, 1.00,30, 3.00, 2261.00, 4.00, 2, 0,
 300, 18.00, 0.00,31, 3.00, 2274.00, 38.00, 14, 7,
 400, 21.00, 1.00,30, 3.00, 2261.00, 51.00, 16, 8,
 500, 19.00, 0.00,31, 3.00, 2274.00, 75.00, 21, 10,
 800, 22.00, 0.00,37, 2.00, 2284.00, 135.00, 34, 18,
 100, 18.00, 0.00,31, 2.00, 2249.00, 10.00, 4, 2,
 1000, 18.00, 0.00,31, 3.00, 2240.00, 168.00, 43, 21,
