moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,52.0, 2244.00, 0.00, 0, 0
 600,56.0, 2258.00, 90.00, 26, 13
 900,51.0, 2242.00, 156.00, 43, 21
 200,53.0, 2289.00, 24.00, 10, 4
 700,52.0, 2240.00, 113.00, 31, 16
 50,52.0, 2270.00, 5.00, 2, 0
 300,52.0, 2297.00, 39.00, 14, 7
 400,53.0, 2301.00, 51.00, 16, 8
 500,52.0, 2249.00, 74.00, 21, 10
 800,51.0, 2244.00, 134.00, 34, 18
 100,53.0, 2286.00, 10.00, 4, 2
 1000,52.0, 2238.00, 170.00, 43, 21
