n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 9.00, 2.00,3, 5.00, 111.00, 4.00, 4, 2,
 600, 6.00, 1.00,2, 3.00, 108.00, 163.00, 145, 122,
 900, 6.00, 2.00,1, 3.00, 108.00, 252.00, 228, 191,
 200, 5.00, 2.00,2, 3.00, 114.00, 58.00, 50, 43,
 700, 6.00, 1.00,2, 3.00, 108.00, 178.00, 174, 147,
 50, 6.00, 1.00,2, 2.00, 113.00, 21.00, 14, 11,
 300, 5.00, 2.00,2, 3.00, 109.00, 72.00, 71, 62,
 400, 5.00, 2.00,3, 5.00, 109.00, 109.00, 95, 82,
 500, 6.00, 1.00,2, 3.00, 109.00, 126.00, 120, 102,
 800, 6.00, 2.00,3, 3.00, 104.00, 219.00, 202, 170,
 100, 6.00, 1.00,2, 3.00, 106.00, 33.00, 23, 20,
 1000, 6.00, 1.00,2, 3.00, 112.00, 303.00, 244, 202,
