n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 1.00,6, 3.00, 221.00, 3.00, 2, 2,
 600, 10.00, 1.00,6, 3.00, 219.00, 99.00, 130, 122,
 900, 9.00, 1.00,9, 3.00, 221.00, 141.00, 208, 192,
 200, 9.00, 2.00,6, 3.00, 218.00, 24.00, 45, 42,
 700, 9.00, 1.00,6, 2.00, 214.00, 107.00, 160, 150,
 50, 9.00, 1.00,9, 4.00, 224.00, 6.00, 11, 9,
 300, 10.00, 1.00,6, 3.00, 212.00, 35.00, 66, 62,
 400, 10.00, 1.00,6, 3.00, 218.00, 46.00, 85, 80,
 500, 10.00, 1.00,6, 3.00, 212.00, 69.00, 106, 100,
 800, 11.00, 1.00,6, 3.00, 217.00, 123.00, 181, 169,
 100, 10.00, 1.00,6, 3.00, 233.00, 11.00, 21, 19,
 1000, 10.00, 1.00,6, 3.00, 220.00, 155.00, 222, 204,
