n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 22.00, 2.00,8, 3.00, 214.00, 4.00, 2, 2,
 600, 9.00, 1.00,6, 3.00, 209.00, 154.00, 131, 122,
 900, 22.00, 2.00,15, 7.00, 213.00, 243.00, 209, 192,
 200, 21.00, 3.00,7, 3.00, 213.00, 45.00, 46, 42,
 700, 13.00, 2.00,7, 4.00, 208.00, 182.00, 161, 150,
 50, 12.00, 1.00,6, 3.00, 208.00, 11.00, 11, 9,
 300, 9.00, 1.00,6, 3.00, 209.00, 65.00, 67, 62,
 400, 21.00, 1.00,6, 3.00, 208.00, 89.00, 86, 80,
 500, 9.00, 1.00,6, 3.00, 208.00, 128.00, 107, 100,
 800, 10.00, 1.00,6, 2.00, 210.00, 210.00, 182, 169,
 100, 9.00, 1.00,6, 3.00, 208.00, 20.00, 22, 19,
 1000, 9.00, 2.00,6, 2.00, 209.00, 270.00, 223, 204,
