n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 19.00, 0.00,31, 3.00, 2250.00, 1.00, 0, 0,
 600, 18.00, 1.00,30, 3.00, 2257.00, 90.00, 26, 13,
 900, 18.00, 1.00,31, 3.00, 2259.00, 154.00, 43, 21,
 200, 18.00, 0.00,31, 2.00, 2292.00, 24.00, 10, 4,
 700, 18.00, 1.00,30, 3.00, 2244.00, 114.00, 31, 16,
 50, 18.00, 0.00,33, 3.00, 2270.00, 5.00, 2, 0,
 300, 18.00, 1.00,31, 3.00, 2241.00, 38.00, 14, 7,
 400, 18.00, 1.00,30, 3.00, 2248.00, 51.00, 16, 8,
 500, 18.00, 0.00,31, 3.00, 2255.00, 77.00, 21, 10,
 800, 18.00, 1.00,30, 3.00, 2250.00, 132.00, 34, 18,
 100, 18.00, 0.00,31, 2.00, 2237.00, 10.00, 4, 2,
 1000, 19.00, 0.00,31, 3.00, 2254.00, 166.00, 43, 21,
