n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 7.00, 2.00,2, 3.00, 104.00, 1.00, 4, 2,
 600, 13.00, 1.00,3, 3.00, 104.00, 39.00, 145, 122,
 900, 13.00, 3.00,4, 7.00, 105.00, 66.00, 228, 191,
 200, 6.00, 1.00,2, 3.00, 102.00, 13.00, 50, 43,
 700, 5.00, 2.00,2, 2.00, 101.00, 47.00, 174, 147,
 50, 5.00, 2.00,1, 2.00, 102.00, 5.00, 14, 11,
 300, 14.00, 2.00,2, 3.00, 104.00, 17.00, 71, 62,
 400, 6.00, 1.00,2, 3.00, 103.00, 24.00, 95, 82,
 500, 6.00, 1.00,2, 3.00, 102.00, 31.00, 120, 102,
 800, 14.00, 3.00,6, 6.00, 104.00, 57.00, 202, 170,
 100, 14.00, 3.00,4, 7.00, 118.00, 6.00, 23, 20,
 1000, 5.00, 1.00,2, 3.00, 100.00, 72.00, 244, 202,
