n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 2.00,2, 4.00, 127.00, 6.00, 4, 2,
 600, 6.00, 1.00,2, 3.00, 106.00, 160.00, 145, 122,
 900, 6.00, 1.00,2, 3.00, 112.00, 241.00, 228, 191,
 200, 6.00, 1.00,2, 4.00, 109.00, 61.00, 50, 43,
 700, 6.00, 2.00,1, 3.00, 113.00, 174.00, 174, 147,
 50, 6.00, 1.00,2, 3.00, 110.00, 15.00, 14, 11,
 300, 7.00, 2.00,3, 3.00, 112.00, 74.00, 71, 62,
 400, 6.00, 1.00,2, 2.00, 104.00, 108.00, 95, 82,
 500, 5.00, 2.00,2, 2.00, 107.00, 127.00, 120, 102,
 800, 6.00, 2.00,2, 2.00, 108.00, 226.00, 202, 170,
 100, 5.00, 2.00,2, 2.00, 115.00, 30.00, 23, 20,
 1000, 6.00, 1.00,2, 4.00, 109.00, 304.00, 244, 202,
