n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 11.00, 1.00,7, 3.00, 217.00, 3.00, 2, 2,
 600, 22.00, 3.00,14, 4.00, 209.00, 87.00, 130, 122,
 900, 23.00, 1.00,6, 4.00, 212.00, 145.00, 208, 192,
 200, 9.00, 2.00,7, 3.00, 212.00, 24.00, 45, 42,
 700, 16.00, 1.00,8, 3.00, 208.00, 102.00, 160, 150,
 50, 9.00, 1.00,6, 3.00, 211.00, 6.00, 11, 9,
 300, 9.00, 1.00,6, 3.00, 222.00, 34.00, 66, 62,
 400, 11.00, 1.00,6, 3.00, 210.00, 46.00, 85, 80,
 500, 23.00, 2.00,14, 7.00, 213.00, 68.00, 106, 100,
 800, 9.00, 1.00,6, 3.00, 207.00, 116.00, 181, 169,
 100, 9.00, 1.00,6, 3.00, 215.00, 11.00, 21, 19,
 1000, 9.00, 1.00,7, 2.00, 209.00, 152.00, 222, 204,
