n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 1.00,30, 3.00, 2243.00, 0.00, 0, 0,
 600, 19.00, 0.00,30, 3.00, 2237.00, 11.00, 26, 13,
 900, 18.00, 0.00,31, 3.00, 2269.00, 27.00, 43, 21,
 200, 18.00, 0.00,31, 3.00, 2247.00, 2.00, 10, 4,
 700, 19.00, 0.00,30, 3.00, 2250.00, 19.00, 31, 16,
 50, 18.00, 1.00,30, 3.00, 2259.00, 1.00, 2, 0,
 300, 18.00, 1.00,30, 3.00, 2259.00, 5.00, 14, 7,
 400, 18.00, 1.00,30, 3.00, 2274.00, 6.00, 16, 8,
 500, 18.00, 1.00,32, 3.00, 2267.00, 7.00, 21, 10,
 800, 19.00, 0.00,32, 2.00, 2273.00, 20.00, 34, 18,
 100, 18.00, 0.00,31, 2.00, 2256.00, 2.00, 4, 2,
 1000, 18.00, 1.00,30, 3.00, 2272.00, 27.00, 43, 21,
