n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 19.00, 0.00,31, 3.00, 2270.00, 1.00, 0, 0,
 600, 18.00, 0.00,31, 3.00, 2246.00, 91.00, 26, 13,
 900, 19.00, 0.00,30, 3.00, 2289.00, 154.00, 43, 21,
 200, 18.00, 1.00,31, 2.00, 2259.00, 24.00, 10, 4,
 700, 18.00, 0.00,31, 2.00, 2257.00, 125.00, 31, 16,
 50, 19.00, 0.00,31, 3.00, 2260.00, 4.00, 2, 0,
 300, 18.00, 0.00,31, 3.00, 2245.00, 39.00, 14, 7,
 400, 19.00, 0.00,30, 2.00, 2248.00, 52.00, 16, 8,
 500, 18.00, 1.00,30, 3.00, 2269.00, 75.00, 21, 10,
 800, 18.00, 1.00,31, 3.00, 2277.00, 138.00, 34, 18,
 100, 19.00, 0.00,31, 2.00, 2268.00, 10.00, 4, 2,
 1000, 19.00, 0.00,33, 3.00, 2247.00, 166.00, 43, 21,
