n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 9.00, 1.00,6, 3.00, 209.00, 4.00, 2, 2,
 600, 9.00, 1.00,10, 4.00, 209.00, 157.00, 131, 122,
 900, 10.00, 1.00,6, 2.00, 210.00, 255.00, 209, 192,
 200, 10.00, 1.00,7, 2.00, 210.00, 44.00, 46, 42,
 700, 10.00, 1.00,6, 3.00, 209.00, 183.00, 161, 150,
 50, 10.00, 2.00,6, 3.00, 208.00, 11.00, 11, 9,
 300, 14.00, 1.00,7, 3.00, 210.00, 66.00, 67, 62,
 400, 19.00, 1.00,6, 3.00, 211.00, 90.00, 86, 80,
 500, 22.00, 2.00,8, 3.00, 209.00, 129.00, 107, 100,
 800, 12.00, 1.00,6, 4.00, 211.00, 216.00, 182, 169,
 100, 10.00, 1.00,6, 3.00, 208.00, 20.00, 22, 19,
 1000, 9.00, 1.00,6, 2.00, 211.00, 288.00, 223, 204,
