moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,20.0, 208.00, 5.00, 2, 2
 600,25.0, 209.00, 153.00, 131, 122
 900,19.0, 219.00, 244.00, 209, 192
 200,21.0, 208.00, 45.00, 46, 42
 700,19.0, 210.00, 189.00, 161, 150
 50,19.0, 209.00, 11.00, 11, 9
 300,19.0, 208.00, 65.00, 67, 62
 400,20.0, 209.00, 89.00, 86, 80
 500,19.0, 209.00, 128.00, 107, 100
 800,19.0, 208.00, 209.00, 182, 169
 100,41.0, 209.00, 20.00, 22, 19
 1000,41.0, 215.00, 274.00, 223, 204
