n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 1.00,2, 2.00, 106.00, 4.00, 4, 2,
 600, 13.00, 3.00,2, 4.00, 105.00, 151.00, 145, 122,
 900, 6.00, 1.00,2, 3.00, 103.00, 231.00, 228, 191,
 200, 6.00, 1.00,2, 3.00, 121.00, 47.00, 50, 43,
 700, 6.00, 1.00,2, 3.00, 106.00, 171.00, 174, 147,
 50, 6.00, 1.00,2, 3.00, 104.00, 14.00, 14, 11,
 300, 5.00, 2.00,1, 3.00, 103.00, 69.00, 71, 62,
 400, 11.00, 2.00,4, 5.00, 115.00, 91.00, 95, 82,
 500, 13.00, 3.00,4, 3.00, 110.00, 123.00, 120, 102,
 800, 13.00, 1.00,3, 3.00, 106.00, 203.00, 202, 170,
 100, 12.00, 2.00,2, 3.00, 105.00, 27.00, 23, 20,
 1000, 12.00, 3.00,2, 3.00, 107.00, 276.00, 244, 202,
