n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 1.00,31, 3.00, 2262.00, 1.00, 0, 0,
 600, 19.00, 0.00,32, 4.00, 2291.00, 92.00, 26, 13,
 900, 18.00, 1.00,30, 3.00, 2246.00, 155.00, 43, 21,
 200, 19.00, 0.00,31, 3.00, 2242.00, 24.00, 10, 4,
 700, 18.00, 1.00,31, 2.00, 2289.00, 114.00, 31, 16,
 50, 18.00, 0.00,31, 3.00, 2235.00, 5.00, 2, 0,
 300, 18.00, 0.00,31, 3.00, 2261.00, 37.00, 14, 7,
 400, 18.00, 0.00,30, 3.00, 2239.00, 56.00, 16, 8,
 500, 18.00, 1.00,30, 3.00, 2253.00, 76.00, 21, 10,
 800, 18.00, 1.00,31, 3.00, 2260.00, 135.00, 34, 18,
 100, 18.00, 1.00,30, 3.00, 2274.00, 10.00, 4, 2,
 1000, 18.00, 1.00,30, 3.00, 2281.00, 166.00, 43, 21,
