n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 1.00,2, 4.00, 117.00, 4.00, 4, 2,
 600, 6.00, 2.00,4, 4.00, 109.00, 165.00, 145, 122,
 900, 5.00, 2.00,2, 2.00, 110.00, 246.00, 228, 191,
 200, 6.00, 1.00,2, 3.00, 104.00, 48.00, 50, 43,
 700, 6.00, 1.00,2, 3.00, 107.00, 180.00, 174, 147,
 50, 8.00, 1.00,2, 2.00, 110.00, 15.00, 14, 11,
 300, 6.00, 1.00,3, 3.00, 107.00, 75.00, 71, 62,
 400, 6.00, 1.00,2, 3.00, 105.00, 94.00, 95, 82,
 500, 6.00, 1.00,2, 3.00, 108.00, 128.00, 120, 102,
 800, 6.00, 2.00,1, 3.00, 110.00, 214.00, 202, 170,
 100, 5.00, 1.00,3, 3.00, 103.00, 25.00, 23, 20,
 1000, 6.00, 1.00,4, 3.00, 111.00, 298.00, 244, 202,
