n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 27040.00,2.00, 2,
 600, 27070.00,187.00, 99,
 900, 27002.00,243.00, 120,
 200, 27249.00,50.00, 27,
 700, 26855.00,188.00, 89,
 50, 27146.00,12.00, 3,
 300, 27099.00,73.00, 28,
 400, 26835.00,99.00, 42,
 500, 26920.00,128.00, 61,
 800, 26766.00,197.00, 79,
 100, 27150.00,31.00, 15,
 1000, 26925.00,264.00, 139,
