n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 35621.00,3.00, 0,
 600, 35625.00,142.00, 13,
 900, 35665.00,217.00, 20,
 200, 35562.00,49.00, 6,
 700, 35584.00,164.00, 14,
 50, 35671.00,13.00, 0,
 300, 35643.00,68.00, 6,
 400, 35615.00,92.00, 5,
 500, 35608.00,123.00, 10,
 800, 35634.00,186.00, 10,
 100, 35697.00,25.00, 3,
 1000, 35641.00,234.00, 19,
