n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 1609.00,3.00, 2,
 600, 1599.00,144.00, 139,
 900, 1641.00,213.00, 161,
 200, 1600.00,47.00, 40,
 700, 1628.00,170.00, 139,
 50, 1610.00,12.00, 5,
 300, 1621.00,71.00, 55,
 400, 1617.00,95.00, 82,
 500, 1609.00,121.00, 104,
 800, 1602.00,189.00, 122,
 100, 1605.00,25.00, 21,
 1000, 1678.00,257.00, 209,
