n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 6305.00,3.00, 3,
 600, 6329.00,151.00, 150,
 900, 6289.00,225.00, 162,
 200, 6259.00,50.00, 36,
 700, 6298.00,172.00, 147,
 50, 6335.00,12.00, 7,
 300, 6244.00,74.00, 49,
 400, 6282.00,97.00, 66,
 500, 6287.00,120.00, 100,
 800, 6247.00,192.00, 121,
 100, 6283.00,25.00, 23,
 1000, 6315.00,250.00, 210,
