n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 23076.00,2.00, 1,
 600, 22959.00,138.00, 43,
 900, 22889.00,207.00, 57,
 200, 22835.00,46.00, 13,
 700, 22900.00,161.00, 45,
 50, 23124.00,11.00, 0,
 300, 22885.00,69.00, 21,
 400, 22789.00,92.00, 22,
 500, 23003.00,123.00, 34,
 800, 22856.00,184.00, 36,
 100, 23315.00,23.00, 8,
 1000, 22821.00,230.00, 75,
