n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 35626.00,2.00, 0,
 600, 35657.00,144.00, 13,
 900, 35622.00,217.00, 20,
 200, 35609.00,49.00, 6,
 700, 35652.00,163.00, 14,
 50, 35634.00,11.00, 0,
 300, 35630.00,67.00, 6,
 400, 35641.00,92.00, 5,
 500, 35639.00,122.00, 10,
 800, 35686.00,182.00, 10,
 100, 35628.00,26.00, 3,
 1000, 35637.00,234.00, 19,
