n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 1618.00,3.00, 2,
 600, 1604.00,144.00, 139,
 900, 1607.00,213.00, 161,
 200, 1611.00,48.00, 40,
 700, 1610.00,168.00, 139,
 50, 1605.00,12.00, 5,
 300, 1607.00,70.00, 55,
 400, 1607.00,96.00, 82,
 500, 1608.00,119.00, 104,
 800, 1602.00,191.00, 122,
 100, 1599.00,25.00, 21,
 1000, 1604.00,243.00, 209,
