n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 24679.00,2.00, 1,
 600, 23046.00,142.00, 43,
 900, 23408.00,217.00, 57,
 200, 24585.00,53.00, 13,
 700, 22954.00,162.00, 45,
 50, 24801.00,15.00, 0,
 300, 24580.00,79.00, 21,
 400, 24260.00,92.00, 22,
 500, 22934.00,116.00, 34,
 800, 22979.00,182.00, 36,
 100, 24792.00,27.00, 8,
 1000, 23331.00,229.00, 75,
