n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 6308.00,3.00, 3,
 600, 6313.00,152.00, 150,
 900, 6266.00,223.00, 162,
 200, 6267.00,51.00, 36,
 700, 6412.00,172.00, 147,
 50, 6268.00,12.00, 7,
 300, 6332.00,74.00, 49,
 400, 6307.00,96.00, 66,
 500, 6276.00,123.00, 100,
 800, 6319.00,194.00, 121,
 100, 6267.00,25.00, 23,
 1000, 6320.00,247.00, 210,
