n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 35639.00,2.00, 0,
 600, 35530.00,143.00, 13,
 900, 35526.00,216.00, 20,
 200, 35584.00,50.00, 6,
 700, 35507.00,161.00, 14,
 50, 35568.00,11.00, 0,
 300, 35546.00,67.00, 6,
 400, 35555.00,93.00, 5,
 500, 35556.00,123.00, 10,
 800, 35486.00,182.00, 10,
 100, 35567.00,25.00, 3,
 1000, 35655.00,234.00, 19,
