n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 22857.00,3.00, 1,
 600, 22877.00,141.00, 43,
 900, 22923.00,206.00, 57,
 200, 22813.00,46.00, 13,
 700, 23611.00,163.00, 45,
 50, 22828.00,11.00, 0,
 300, 22913.00,70.00, 21,
 400, 22839.00,93.00, 22,
 500, 22894.00,115.00, 34,
 800, 23202.00,184.00, 36,
 100, 22861.00,24.00, 8,
 1000, 22763.00,230.00, 75,
