n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 1653.00,2.00, 2,
 600, 1606.00,144.00, 139,
 900, 1608.00,230.00, 161,
 200, 1643.00,48.00, 40,
 700, 1609.00,172.00, 139,
 50, 1621.00,12.00, 5,
 300, 1688.00,80.00, 55,
 400, 1628.00,94.00, 82,
 500, 1604.00,120.00, 104,
 800, 1617.00,188.00, 122,
 100, 1604.00,26.00, 21,
 1000, 1612.00,241.00, 209,
