n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 6332.00,2.00, 3,
 600, 6337.00,150.00, 150,
 900, 6260.00,221.00, 162,
 200, 6316.00,52.00, 36,
 700, 6338.00,172.00, 147,
 50, 6307.00,12.00, 7,
 300, 6266.00,74.00, 49,
 400, 6342.00,96.00, 66,
 500, 6326.00,122.00, 100,
 800, 6300.00,194.00, 121,
 100, 6312.00,25.00, 23,
 1000, 6254.00,251.00, 210,
