n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 35518.00,2.00, 0,
 600, 35568.00,142.00, 13,
 900, 35545.00,214.00, 20,
 200, 35549.00,49.00, 6,
 700, 35539.00,164.00, 14,
 50, 35486.00,11.00, 0,
 300, 35515.00,68.00, 6,
 400, 35512.00,92.00, 5,
 500, 35560.00,122.00, 10,
 800, 35588.00,185.00, 10,
 100, 35546.00,24.00, 3,
 1000, 35523.00,232.00, 19,
