n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 22766.00,2.00, 1,
 600, 22743.00,140.00, 43,
 900, 22732.00,206.00, 57,
 200, 22898.00,46.00, 13,
 700, 22775.00,166.00, 45,
 50, 22786.00,13.00, 0,
 300, 22938.00,75.00, 21,
 400, 22929.00,93.00, 22,
 500, 22746.00,117.00, 34,
 800, 22812.00,184.00, 36,
 100, 22903.00,25.00, 8,
 1000, 22842.00,230.00, 75,
