n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 6289.00,3.00, 3,
 600, 6264.00,151.00, 150,
 900, 6276.00,223.00, 162,
 200, 6337.00,51.00, 36,
 700, 6311.00,170.00, 147,
 50, 6264.00,13.00, 7,
 300, 6366.00,74.00, 49,
 400, 6303.00,96.00, 66,
 500, 6260.00,122.00, 100,
 800, 6326.00,195.00, 121,
 100, 6253.00,25.00, 23,
 1000, 6270.00,250.00, 210,
