n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 22852.00,2.00, 1,
 600, 23018.00,139.00, 43,
 900, 24320.00,233.00, 57,
 200, 23639.00,54.00, 13,
 700, 24096.00,173.00, 45,
 50, 22959.00,11.00, 0,
 300, 23064.00,69.00, 21,
 400, 22907.00,92.00, 22,
 500, 22913.00,116.00, 34,
 800, 23245.00,190.00, 36,
 100, 22927.00,23.00, 8,
 1000, 24682.00,258.00, 75,
