n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 1608.00,3.00, 2,
 600, 1601.00,144.00, 139,
 900, 1598.00,213.00, 161,
 200, 1602.00,47.00, 40,
 700, 1599.00,169.00, 139,
 50, 1632.00,12.00, 5,
 300, 1598.00,70.00, 55,
 400, 1615.00,95.00, 82,
 500, 1617.00,121.00, 104,
 800, 1601.00,189.00, 122,
 100, 1600.00,25.00, 21,
 1000, 1595.00,238.00, 209,
