n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 26993.00,3.00, 2,
 600, 27103.00,191.00, 99,
 900, 26862.00,257.00, 120,
 200, 26800.00,50.00, 27,
 700, 26943.00,189.00, 89,
 50, 26992.00,12.00, 3,
 300, 26971.00,74.00, 28,
 400, 27444.00,103.00, 42,
 500, 27114.00,127.00, 61,
 800, 26680.00,197.00, 79,
 100, 26788.00,31.00, 15,
 1000, 27283.00,260.00, 139,
