n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,52.0,368.0,0.0,0.0, 0, 0
20,102.0,505.0,1.0,0.0, 2, 2
30,158.0,2335.0,3.0,2.0, 7, 5
50,256.0,3152.0,4.0,1.0, 7, 5
40,203.0,2581.0,2.0,0.0, 7, 5
60,307.0,4433.0,6.0,2.0, 9, 4
70,364.0,6262.0,7.0,3.0, 15, 12
90,481.0,7721.0,11.0,5.0, 17, 11
80,429.0,7072.0,10.0,5.0, 18, 8
100,528.0,9488.0,17.0,9.0, 36, 21
