n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,12.0,16.0,1.0,0.0, 2, 0
20,22.0,54.0,1.0,1.0, 3, 2
30,49.0,130.0,3.0,3.0, 31, 24
50,70.0,248.0,6.0,4.0, 41, 35
40,55.0,208.0,5.0,3.0, 21, 19
60,67.0,319.0,9.0,8.0, 58, 49
70,78.0,368.0,10.0,10.0, 72, 61
90,107.0,479.0,15.0,18.0, 113, 84
80,98.0,422.0,12.0,13.0, 96, 85
100,122.0,525.0,17.0,24.0, 195, 161
