n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,36.0,228.0,0.0,0.0, 0, 0
20,70.0,372.0,1.0,0.0, 1, 1
30,104.0,1704.0,4.0,2.0, 9, 7
50,176.0,2429.0,4.0,1.0, 15, 12
40,139.0,2197.0,4.0,2.0, 9, 9
60,213.0,3961.0,7.0,4.0, 26, 22
70,245.0,4350.0,9.0,5.0, 27, 22
90,320.0,5789.0,12.0,8.0, 51, 38
80,290.0,5346.0,12.0,7.0, 33, 29
100,347.0,6598.0,19.0,15.0, 75, 62
