n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,35.0,221.0,0.0,0.0, 0, 0
20,75.0,366.0,1.0,0.0, 1, 1
30,104.0,1647.0,3.0,2.0, 9, 7
50,176.0,2401.0,4.0,1.0, 15, 12
40,142.0,2159.0,3.0,2.0, 9, 9
60,217.0,3877.0,7.0,4.0, 26, 22
70,244.0,4306.0,9.0,5.0, 27, 22
90,314.0,5857.0,11.0,7.0, 51, 38
80,287.0,5457.0,12.0,7.0, 33, 29
100,347.0,6728.0,19.0,13.0, 75, 62
