n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,12.0,16.0,1.0,0.0, 2, 0
20,41.0,55.0,1.0,1.0, 3, 2
30,51.0,132.0,4.0,3.0, 31, 24
50,61.0,249.0,6.0,4.0, 41, 35
40,54.0,205.0,4.0,2.0, 21, 19
60,67.0,321.0,9.0,9.0, 58, 49
70,79.0,372.0,10.0,10.0, 72, 61
90,104.0,478.0,15.0,18.0, 113, 84
80,90.0,427.0,12.0,12.0, 96, 85
100,132.0,524.0,18.0,24.0, 195, 161
