n,ach,cluster,projection,duality,aabbBuild,aabbBuildCount,init(kCBP),CD(kCBP),init(GJK),CD(GJK),kcbpModelCheckCount,count(Box),count(kCBP),count(GJK),count(real),
10, 9.00, 1.00,6, 2.00, 33.00, 3, 1.00, 0.00, 0.00, 0.00, 3, 2, 2, 2, 2,
20, 18.00, 2.00,12, 7.00, 89.00, 8, 1.00, 0.00, 0.00, 0.00, 8, 5, 3, 3, 2,
30, 47.00, 3.00,18, 8.00, 289.00, 25, 3.00, 1.00, 1.00, 2.00, 25, 37, 28, 28, 27,
50, 44.00, 5.00,29, 13.00, 445.00, 40, 4.00, 1.00, 2.00, 2.00, 40, 44, 35, 35, 33,
40, 37.00, 4.00,23, 11.00, 365.00, 33, 3.00, 1.00, 2.00, 0.00, 33, 26, 20, 20, 20,
60, 66.00, 5.00,36, 16.00, 603.00, 55, 6.00, 2.00, 3.00, 2.00, 55, 70, 56, 56, 53,
70, 62.00, 6.00,41, 19.00, 692.00, 63, 6.00, 3.00, 5.00, 3.00, 63, 90, 64, 64, 60,
90, 90.00, 8.00,53, 24.00, 921.00, 84, 8.00, 4.00, 7.00, 5.00, 84, 144, 106, 106, 103,
80, 71.00, 7.00,47, 21.00, 861.00, 78, 8.00, 4.00, 6.00, 5.00, 78, 123, 90, 90, 86,
100, 102.00, 9.00,59, 26.00, 1019.00, 93, 10.00, 7.00, 10.00, 8.00, 93, 220, 175, 175, 169,
