n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,45.0,284.0,0.0,0.0, 0, 0
20,90.0,467.0,2.0,1.0, 2, 2
30,133.0,2301.0,18.0,16.0, 17, 16
50,218.0,4070.0,12.0,10.0, 29, 21
40,177.0,3171.0,24.0,22.0, 18, 15
60,282.0,4875.0,12.0,10.0, 40, 34
70,308.0,5902.0,65.0,63.0, 48, 39
90,398.0,7784.0,76.0,76.0, 81, 65
80,380.0,7060.0,57.0,56.0, 66, 57
100,436.0,8610.0,106.0,106.0, 138, 113
