n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,53.0,366.0,0.0,1.0, 0, 0
20,104.0,496.0,1.0,0.0, 2, 2
30,156.0,2323.0,3.0,1.0, 7, 5
50,254.0,3143.0,4.0,2.0, 7, 5
40,204.0,2569.0,3.0,1.0, 7, 5
60,308.0,4360.0,6.0,2.0, 9, 4
70,358.0,6187.0,7.0,3.0, 15, 12
90,456.0,7618.0,11.0,4.0, 17, 11
80,422.0,6922.0,10.0,5.0, 18, 8
100,507.0,9353.0,17.0,9.0, 36, 21
