n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,52.0,367.0,1.0,0.0, 0, 0
20,104.0,497.0,1.0,0.0, 2, 2
30,158.0,2305.0,3.0,2.0, 7, 5
50,256.0,3136.0,5.0,1.0, 7, 5
40,203.0,2541.0,3.0,1.0, 7, 5
60,305.0,4367.0,6.0,2.0, 9, 4
70,373.0,6208.0,7.0,3.0, 15, 12
90,458.0,7634.0,11.0,5.0, 17, 11
80,405.0,6929.0,10.0,5.0, 18, 8
100,515.0,9356.0,17.0,9.0, 36, 21
