n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,19.0,33.0,1.0,0.0, 2, 2
20,38.0,87.0,1.0,0.0, 3, 2
30,55.0,274.0,4.0,3.0, 28, 27
50,94.0,440.0,5.0,3.0, 35, 33
40,73.0,364.0,4.0,2.0, 20, 20
60,115.0,610.0,8.0,6.0, 56, 53
70,130.0,699.0,9.0,8.0, 64, 60
90,168.0,922.0,13.0,12.0, 106, 103
80,145.0,860.0,12.0,11.0, 90, 86
100,192.0,1015.0,16.0,19.0, 175, 169
