n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,47.0,283.0,1.0,0.0, 0, 0
20,91.0,484.0,2.0,2.0, 2, 2
30,132.0,2304.0,19.0,17.0, 17, 16
50,220.0,4042.0,11.0,9.0, 29, 21
40,178.0,3143.0,23.0,22.0, 18, 15
60,264.0,4936.0,12.0,11.0, 40, 34
70,314.0,6004.0,67.0,64.0, 48, 39
90,397.0,7783.0,75.0,73.0, 81, 65
80,348.0,6978.0,57.0,55.0, 66, 57
100,435.0,8619.0,105.0,108.0, 138, 113
