n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,18.0,33.0,1.0,0.0, 2, 2
20,39.0,89.0,1.0,0.0, 3, 2
30,76.0,289.0,4.0,3.0, 28, 27
50,91.0,445.0,5.0,4.0, 35, 33
40,75.0,365.0,4.0,2.0, 20, 20
60,123.0,603.0,8.0,5.0, 56, 53
70,128.0,692.0,9.0,8.0, 64, 60
90,175.0,921.0,12.0,12.0, 106, 103
80,146.0,861.0,12.0,11.0, 90, 86
100,196.0,1019.0,17.0,18.0, 175, 169
